,open,high,low,close,prev_close,volume,turnover,vwap,trades,daily_return,log_return,price_range,volatility_30d,volatility_90d,decade,year,month,RSI,PE_Ratio,SMA_50,SMA_100,SMA_200,EMA_20,EMA_50,RSI_14,BB_mid,BB_upper,BB_lower,BB_width,BB_squeeze,MACD,MACD_signal,MACD_hist
2003-07-22,335.85,335.85,329.35,334.05,335.7,5254420.0,1749809939.35,333.02,,-0.0049151027703305,-0.0049272216145028,6.5,0.2623026972673615,0.2689706712564481,2000s,2003,7,,,310.78,295.25449999999995,287.51675,330.8148148401333,316.0618606530673,57.234958805677735,331.6525,343.5895927872012,319.71540721279877,23.874185574402418,True,7.117834524383682,8.112362066371311,-0.9945275419876296
2003-07-23,336.0,336.5,327.4,329.8,334.05,4455942.0,1478247551.95,331.75,,-0.0127226463104325,-0.0128042722459877,9.100000000000025,0.2643430930983871,0.2684471995277586,2000s,2003,7,,,312.046,295.663,287.94475,330.71816580773964,316.60061121569214,52.65409569888574,331.9,343.4419600633942,320.35803993660573,23.083920126788485,True,6.203741390108803,7.73063793111881,-1.5268965410100073
2003-07-24,331.1,346.0,329.1,341.8,329.8,5631688.0,1896838817.6,336.82,,0.036385688295937,0.035739360555992,16.899999999999977,0.2819565835879088,0.2708093260788595,2000s,2003,7,,,313.535,296.2275,288.4355,331.7735785879549,317.5888225405669,61.92123674585594,332.73249999999996,344.62116222387544,320.8438377761245,23.77732444775097,True,6.374138605248277,7.459338065944705,-1.085199460696428
2003-07-25,345.0,351.0,342.3,349.6,341.8,8078652.0,2806487237.0,347.4,,0.0228203627852545,0.0225638730998899,8.699999999999989,0.285204547523689,0.2730621922851308,2000s,2003,7,,,315.154,296.9135,288.969,333.4713330081497,318.8441628330937,66.5098224445179,333.975,347.44060921676635,320.5093907832337,26.93121843353265,True,7.057223162918888,7.378915085339542,-0.32169192242065403
2003-07-28,350.55,354.35,343.5,345.2,349.6,4839923.0,1693583731.05,349.92,,-0.0125858123569795,-0.0126656845721076,10.850000000000025,0.2818676073364579,0.2664300802262493,2000s,2003,7,,,316.676,297.596,289.48425,334.5883489121354,319.8777250749332,61.973102136435074,334.99,348.634532353936,321.34546764606404,27.289064707871944,True,7.160982025334135,7.335328473338461,-0.17434644800432597
2003-07-29,343.05,349.0,341.9,347.65,345.2,5073934.0,1751561644.3,345.21,,0.0070973348783314,0.0070722673357539,7.100000000000023,0.2539275697029752,0.2662321993878552,2000s,2003,7,,,318.18699999999995,298.221,290.02275000000003,335.83231568240825,320.9668338955241,63.46739244544043,336.0825,350.12207845370006,322.0429215462999,28.079156907400147,True,7.35610954403171,7.339484687477111,0.016624856554599
2003-07-30,344.0,353.55,330.0,348.6,347.65,4926920.0,1723280603.65,349.77,,0.0027326333956567,0.0027289065408939,23.55000000000001,0.2511820748142408,0.2660039941034501,2000s,2003,7,,,319.723,298.92400000000004,290.586,337.048285617417,322.05048746824866,64.05718378110153,337.0875,351.7073450204081,322.4676549795918,29.2396900408163,True,7.5009403972104,7.371775829423769,0.12916456778663044
2003-07-31,351.0,361.85,347.0,357.9,348.6,16058683.0,5730040334.75,356.82,,0.0266781411359722,0.0263284846860593,14.850000000000025,0.2547603752137111,0.2675969163653085,2000s,2003,7,,,321.38899999999995,299.7235,291.226,339.034163177663,323.45635070478795,69.28491720527808,338.445,355.43666668816803,321.45333331183195,33.98333337633608,True,8.270811403008906,7.551582944140797,0.719228458868109
2003-08-01,359.7,359.7,353.6,355.05,357.9,5331971.0,1899304338.35,356.21,,-0.0079631181894382,-0.0079949931438773,6.099999999999966,0.2411938521281755,0.2670182356228003,2000s,2003,8,,,323.085,300.4945,291.88599999999997,340.5594809702666,324.6953173438159,66.11151558222903,339.55,357.86027896535614,321.2397210346439,36.620557930712266,True,8.552382004098831,7.751742756132405,0.8006392479664264
2003-08-04,353.5,357.7,352.5,354.9,355.05,3691388.0,1311011036.05,355.15,,-0.0004224757076468,-0.0004225649756519,5.199999999999989,0.2209890775792522,0.2627426665638862,2000s,2003,8,,,324.594,301.248,292.5615,341.92524468738407,325.87981470288196,65.94032946862333,340.85749999999996,359.6489111119583,322.06608888804163,37.58282222391665,True,8.663556896643911,7.934105584234706,0.7294513124092052
2003-08-05,355.6,364.0,344.65,347.95,354.9,8098676.0,2887570346.5,356.55,,-0.0195829811214426,-0.0197772683615916,19.350000000000023,0.2245581972816705,0.2650644731914297,2000s,2003,8,,,325.944,301.932,293.1485,342.4990309076332,326.745312165514,58.39550613563059,341.9425,359.6577112752288,324.2272887247712,35.43042255045759,True,8.097513785143462,7.966787224416458,0.1307265607270045
2003-08-06,343.6,356.4,343.6,350.6,347.95,8697928.0,3060930856.85,351.91,,0.0076160367868947,0.0075871811962751,12.799999999999956,0.2225372379194943,0.2651829659263839,2000s,2003,8,,,327.19599999999997,302.5875,293.72950000000003,343.2705517735729,327.68079011980757,60.262505605233045,343.14,359.703104209426,326.576895790574,33.126208418852,True,7.773149366900725,7.928059652913312,-0.15491028601258705
2003-08-07,353.15,357.0,348.65,355.55,350.6,5606043.0,1978624818.4,352.94,,0.0141186537364517,0.0140199138423927,8.350000000000023,0.2249259838830702,0.2654848379377009,2000s,2003,8,,,328.435,303.2095,294.17975,344.44002303323265,328.77370031118767,63.552642766099765,344.2125,361.0858946604733,327.33910533952667,33.74678932094662,True,7.825306596289977,7.9075090415886455,-0.08220244529866871
2003-08-08,359.9,364.45,357.0,363.3,355.55,7174479.0,2595527614.6,361.77,,0.0217972155814933,0.0215630528976292,7.449999999999989,0.230913316585894,0.2640438546019054,2000s,2003,8,,,329.72900000000004,303.9075,294.7075,346.23621131578193,330.12767284800384,68.01749587359126,345.84250000000003,363.49998015042974,328.1850198495703,35.31496030085941,True,8.395226857534738,8.005052604777864,0.39017425275687323
2003-08-11,358.5,365.0,358.5,361.3,363.3,4667303.0,1690652672.25,362.23,,-0.0055050922102944,-0.0055203010735616,6.5,0.2323169004580761,0.2621196061187826,2000s,2003,8,,,331.064,304.692,295.19775,347.67085785713607,331.3501170500429,65.77807726362894,346.92,365.6118614431571,328.2281385568429,37.38372288631422,True,8.58652932024745,8.121347947871783,0.4651813723756675
2003-08-12,388.8,388.8,355.55,356.8,361.3,3850086.0,1383791323.0,359.42,,-0.0124550235261555,-0.0125332374477402,33.25,0.2369615349108975,0.2619774641460766,2000s,2003,8,,,332.35699999999997,305.403,295.67575,348.54029996598024,332.3481516755314,60.91816262270791,347.87749999999994,366.5318483007573,329.2231516992426,37.308696601514725,True,8.27958362214207,8.152995082725841,0.12658853941622894
2003-08-13,369.9,369.9,355.75,360.95,356.8,4531665.0,1628966164.25,359.46,,0.0116311659192824,0.0115640438793156,14.149999999999975,0.2377893119989554,0.2579367313602774,2000s,2003,8,,,333.56300000000005,306.1675,296.17449999999997,349.7221761596964,333.4697927862949,63.58987614970784,348.7375,368.1607057357245,329.31429426427553,38.84641147144896,True,8.275799002576377,8.177555866695949,0.09824313588042877
2003-08-14,362.0,365.45,357.15,358.6,360.95,4802977.0,1738030259.5,361.87,,-0.0065105970356004,-0.0065318834141374,8.300000000000011,0.2391818307181759,0.2574110418708507,2000s,2003,8,,,334.485,306.9485,296.66925000000003,350.56768319210624,334.45529110840096,61.04498418464706,349.7275,369.03608753589253,330.4189124641075,38.61717507178503,True,7.991058357588145,8.14025636487439,-0.14919800728624466
2003-08-15,362.0,365.45,357.15,358.6,360.95,4802977.0,1738030259.5,361.87,,0.0,0.0,8.300000000000011,0.2390296984620164,0.2542278289760985,2000s,2003,8,,,335.38700000000006,307.68,297.17225,351.332665745239,335.4021424374833,61.04498418464706,350.69500000000005,369.73028302914463,331.65971697085547,38.07056605828916,True,7.676904765559357,8.047586045011384,-0.3706812794520271
2003-08-18,359.0,364.45,355.0,361.25,358.6,5574787.0,2008996442.6,360.37,,0.0073898494143891,0.0073626782556092,9.449999999999989,0.2349727030949029,0.25433272044838,2000s,2003,8,,,336.46,308.5115,297.6985,352.277173769502,336.4157839105232,62.98246005953188,351.97249999999997,370.18205431691524,333.7629456830847,36.41910863383055,True,7.554682951114501,7.949005426232008,-0.39432247511750695
2003-08-19,362.65,371.45,360.65,369.1,361.25,5876836.0,2155458641.0,366.77,,0.0217301038062285,0.0214973706093111,10.800000000000011,0.2385487625929746,0.2478658397885941,2000s,2003,8,,,337.77099999999996,309.392,298.24,353.8793476962161,337.69751787481647,68.05156189305923,353.725,371.41087006623167,336.0391299337684,35.37174013246329,True,7.999042692491116,7.959012879483829,0.04002981300728692
2003-08-20,372.0,374.7,367.55,368.9,369.1,3505892.0,1301272647.55,371.17,,-0.000541858574912,-0.000542005433323,7.149999999999977,0.2387971302174419,0.2479116310356755,2000s,2003,8,,,338.994,310.258,298.77025000000003,355.30988601086216,338.9211446248236,67.79683318507294,355.68,370.669027565791,340.690972434209,29.978055131581982,True,8.240076191376033,8.015225541862272,0.22485064951376188
2003-08-21,375.0,375.0,369.15,371.1,368.9,4227478.0,1569883188.15,371.35,,0.005963675792898,0.0059459634639221,5.850000000000023,0.2322754512130568,0.244892821099157,2000s,2003,8,,,340.256,311.11400000000003,299.30125,356.81370639078006,340.1830605218894,69.16416185875327,357.14500000000004,372.149451970898,342.1405480291021,30.008903941795893,True,8.51051467407649,8.114283368305117,0.3962313057713729
2003-08-22,373.2,384.75,372.0,381.7,371.1,8339399.0,3153681086.55,378.17,,0.0285637294529774,0.0281633916846319,12.75,0.2393252812388542,0.2484332432542429,2000s,2003,8,,,341.631,311.99649999999997,299.86875,359.18382959165814,341.81117579554075,74.73122761225997,358.75,376.8949427490976,340.6050572509024,36.28988549819519,True,9.47099479956455,8.385625654557003,1.0853691450075473
2003-08-25,386.0,424.7,367.1,378.6,381.7,9454459.0,3577152850.9,378.36,,-0.0081215614356824,-0.0081547209759615,57.599999999999966,0.2323790523672468,0.2492098320138989,2000s,2003,8,,,343.05799999999994,312.781,300.4025,361.03298867816693,343.25387478395095,70.71058443485535,360.41999999999996,379.4409136976733,341.3990863023266,38.04182739534667,True,9.868282706433376,8.682157064932278,1.1861256415010981
2003-08-26,380.0,392.0,378.1,390.65,378.6,8005644.0,3089503343.95,385.92,,0.0318277865821445,0.0313317796675306,13.899999999999975,0.2441231703218907,0.2530390080896488,2000s,2003,8,,,344.449,313.726,300.99649999999997,363.8536564231034,345.11254636105093,76.09453079510331,362.57000000000005,384.9394199157693,340.2005800842308,44.738839831538485,False,11.028342659604846,9.151394183866792,1.876948475738054
2003-08-27,390.0,397.05,390.0,393.8,390.65,5248770.0,2068686717.45,394.13,,0.0080634839370281,0.0080311477622719,7.050000000000011,0.2411692568281751,0.2491815305515873,2000s,2003,8,,,345.965,314.7805,301.59825,366.7056891447126,347.0218582684607,77.27073724840042,364.83000000000004,390.18996430346994,339.47003569653015,50.71992860693979,False,12.062824472948819,9.733680241683198,2.329144231265621
2003-08-28,394.05,397.5,388.5,393.7,393.8,5044335.0,1977628147.25,392.05,,-0.0002539360081259,-0.0002539682553333,9.0,0.2348609902246912,0.2491314913060176,2000s,2003,8,,,347.341,315.865,302.19325,369.27657589283524,348.85237363048185,77.14097584209017,366.62,394.8156584937169,338.4243415062831,56.39131698743381,False,12.727870629010908,10.33251831914874,2.3953523098621687
2003-08-29,399.0,404.75,393.75,400.7,393.7,6588927.0,2641258100.1,400.86,,0.017780035560071,0.0176238196924069,11.0,0.2373776476092044,0.246636416418649,2000s,2003,8,,,348.6460000000001,316.9435,302.77,372.26928295066045,350.8856138802669,79.7096170989874,368.90250000000003,400.35710346192485,337.4478965380752,62.90920692384964,False,13.662275786848625,10.998469812688718,2.6638059741599065
2003-09-01,398.25,414.4,398.25,410.2,400.7,6030443.0,2437862875.2,404.26,,0.0237085101073122,0.0234318279961813,16.149999999999977,0.2378536164575679,0.2481134205248105,2000s,2003,9,,,350.345,318.117,303.38825,375.8817321934547,353.21166823790344,82.57186322050792,371.6675,407.3742629595877,335.9607370404123,71.41352591917541,False,14.996498907241744,11.798075631599323,3.198423275642421
2003-09-02,415.0,421.6,411.65,418.6,410.2,9658341.0,4025364741.8,416.78,,0.0204778156996587,0.0202709643736192,9.950000000000044,0.2383608352679468,0.2494815365937248,2000s,2003,9,,,352.31,319.48,304.01925,379.9501386512209,355.7759165422994,84.63567707477085,375.2,414.7944972253198,335.6055027746802,79.1889944506396,False,16.54101560946151,12.74666362717176,3.7943519822897507
2003-09-03,416.15,418.9,406.05,407.95,418.6,5528319.0,2285580529.0,413.43,,-0.0254419493549928,-0.0257711921370902,12.849999999999966,0.2503594895953915,0.2545823542487763,2000s,2003,9,,,353.97200000000004,320.7215,304.6225,382.6167921130094,357.8219590308367,72.85584805822205,378.0675,418.4593735312928,337.6756264687072,80.78374706258558,False,16.713032790864872,13.539937459910384,3.1730953309544887
2003-09-04,406.9,413.0,405.1,409.3,407.95,6333379.0,2594809430.5,409.7,,0.0033092290721903,0.0033037656235482,7.899999999999977,0.2347589278609411,0.2544754539972054,2000s,2003,9,,,355.655,322.033,305.215,385.1580500070085,359.8407057355098,73.3619714822871,380.755,421.9825316799414,339.5274683200586,82.45506335988284,False,16.765034482381907,14.18495686440469,2.580077617977217
2003-09-05,411.1,421.3,411.1,419.85,409.3,5809532.0,2421503021.3,416.82,,0.0257757146347423,0.025449121131215,10.199999999999989,0.2367326216455275,0.2565377509520839,2000s,2003,9,,,357.55699999999996,323.45,305.87475,388.46204524443624,362.19401139294075,76.97508473692119,383.5825,427.4422438612956,339.72275613870437,87.71948772259123,False,17.4563174659649,14.839228984716732,2.617088481248169
2003-09-08,422.1,437.45,422.1,435.6,419.85,7843693.0,3375074593.25,430.29,,0.037513397642015,0.0368268864292331,15.349999999999966,0.2464623598203634,0.2608997289246608,2000s,2003,9,,,359.7710000000001,325.013,306.58,392.9513742687756,365.07267761282543,81.09718663781626,387.2975,435.57466551876064,339.0203344812394,96.55433103752125,False,19.055398806766902,15.682462949126766,3.3729358576401367
2003-09-09,437.15,442.4,432.1,436.3,435.6,8818832.0,3871137259.15,438.96,,0.0016069788797061,0.0016056890707585,10.299999999999956,0.2471303645389504,0.2606446811205761,2000s,2003,9,,,361.981,326.60200000000003,307.30475,397.0798148146065,367.86590594173424,81.25778597232323,391.2725,442.0058324976319,340.53916750236806,101.46666499526384,False,20.146925226976236,16.575355404696662,3.5715698222795744
2003-09-10,435.0,435.45,430.6,434.65,436.3,5081235.0,2202117699.65,433.38,,-0.0037818015127206,-0.0037889706044906,4.849999999999966,0.2489861740623725,0.2585591850497936,2000s,2003,9,,,364.1039999999999,328.23650000000004,308.0155,400.6579276894059,370.48489002245054,79.54230442323748,394.9575,447.10396655032037,342.8110334496796,104.29293310064077,False,20.640891223129017,17.388462568383133,3.2524286547458843
2003-09-11,425.0,439.2,425.0,428.7,434.65,6898117.0,2991837644.3,433.72,,-0.0136891751984354,-0.0137837359211418,14.199999999999989,0.2494531366495036,0.2562265104182205,2000s,2003,9,,,366.06299999999993,329.7855,308.687,403.3286012427958,372.76783551176624,73.51510766983746,398.4625,449.7356475325456,347.18935246745434,102.54629506509127,False,20.318033912728822,17.974376837252272,2.34365707547655
2003-09-12,428.0,433.6,416.0,419.15,428.7,6079875.0,2586256922.85,425.38,,-0.0222766503382318,-0.022528522520065,17.600000000000023,0.2597296023658161,0.2604734559414058,2000s,2003,9,,,367.78700000000003,331.295,309.30199999999996,404.83540112443427,374.58674392306955,65.00153405549823,401.49,449.9246178938759,353.0553821061241,96.86923578775179,False,19.07171512067481,18.19384449393678,0.8778706267380301
2003-09-15,419.0,419.8,401.65,404.55,419.15,8703494.0,3557918501.65,408.79,,-0.0348323989025407,-0.0354535128300176,18.150000000000038,0.284697463701838,0.2688501314219564,2000s,2003,9,,,369.30300000000005,332.6185,309.86,404.8082200649643,375.76177357314526,54.592660655957324,403.65500000000003,448.23359883042144,359.0764011695786,89.15719766084283,False,16.713240681080606,17.897723731365545,-1.184483050284939
2003-09-16,406.0,411.7,393.6,410.15,404.55,9781713.0,3970554134.8,405.92,,0.0138425410950437,0.0137476081949101,18.09999999999997,0.276460709623136,0.2692424831068472,2000s,2003,9,,,370.98100000000005,333.99150000000003,310.444,405.3169610111582,377.1103314722376,57.4098080628033,405.7075,447.26488296556704,364.1501170344329,83.11476593113412,False,15.121692437169656,17.342517472526367,-2.220825035356711
2003-09-17,418.0,418.0,402.15,406.9,410.15,7204975.0,2964488361.9,411.45,,-0.0079239302694136,-0.0079554914411146,15.850000000000025,0.2791528649327546,0.2692117098059749,2000s,2003,9,,,372.586,335.316,311.01525000000004,405.46772662914316,378.27855376744395,55.266780768431836,407.60749999999996,445.38177800695587,369.83322199304405,75.54855601391182,False,13.443166691231852,16.562647316267466,-3.1194806250356137
2003-09-18,409.0,409.0,392.65,395.35,406.9,8725249.0,3481906469.0,399.06,,-0.0283853526665026,-0.028796006490708,16.350000000000023,0.2940383471273212,0.2748893907394271,2000s,2003,9,,,373.81100000000004,336.525,311.52275000000003,404.50413361684383,378.94802224715204,48.35811367477123,408.82,443.0508017649763,374.5891982350237,68.46160352995264,False,11.053516415169668,15.460821136047908,-4.4073047208782405
2003-09-19,395.05,407.85,392.0,404.05,395.35,10975666.0,4404543380.7,401.3,,0.022005817629948,0.0217671841625204,15.850000000000025,0.2941504587323091,0.2764451369775209,2000s,2003,9,,,375.278,337.83099999999996,312.05825,404.46088279619204,379.9324135315775,53.11264570157893,409.9375,441.81913759578373,378.05586240421627,63.76327519156746,False,9.749334387882527,14.318523786414833,-4.5691893985323055
2003-09-22,411.9,411.9,400.1,403.05,404.05,5331483.0,2160543055.2,405.24,,-0.002474941220146,-0.0024780089498467,11.799999999999956,0.2934553385559544,0.2766606018537913,2000s,2003,9,,,376.54400000000004,339.156,312.595,404.3265130060785,380.838985549947,52.51416850971949,411.16,439.6799579242224,382.64004207577767,57.03991584844471,False,8.536663746698764,13.162151778471621,-4.625488031772857
2003-09-23,400.15,415.9,397.75,412.55,403.05,5067816.0,2052949716.25,405.1,,0.0235702766406153,0.0232967868207423,18.149999999999977,0.2946694879036114,0.2782631910002076,2000s,2003,9,,,378.042,340.5825,313.18725,405.1097022435948,382.0825547440667,57.42254285637685,412.255,439.0912853339602,385.4187146660398,53.672570667920354,False,8.247116506492716,12.179144724075842,-3.9320282175831256
2003-09-24,416.7,431.2,412.25,429.0,412.55,8490786.0,3584859748.65,422.21,,0.0398739546721609,0.0390995083776647,18.94999999999999,0.3110894524495895,0.2841924998248237,2000s,2003,9,,,379.74699999999996,342.217,313.88275,407.38496869658576,383.92245455802487,64.3031997218736,414.015,440.36783066787945,387.6621693321205,52.70566133575892,False,9.238529734177519,11.591021726096178,-2.3524919919186598
2003-09-25,428.0,432.5,416.0,418.2,429.0,10013123.0,4223382869.75,421.78,,-0.0251748251748251,-0.0254971319334837,16.5,0.3220987167976062,0.2885702441114083,2000s,2003,9,,,381.335,343.8035,314.52825,408.4149716778633,385.26667202633763,57.70935198772768,415.23999999999995,439.83586186845315,390.64413813154675,49.1917237369064,False,9.04845713781458,11.082508808439858,-2.034051670625278
2003-09-26,420.8,427.45,417.0,426.3,418.2,7256463.0,3060857792.0,421.81,,0.0193687230989958,0.0191835367766315,10.449999999999989,0.3241949548971326,0.2874351659652585,2000s,2003,9,,,383.07599999999996,345.45599999999996,315.20575,410.11830770854306,386.87582214295185,60.94408949241999,416.52,440.5887042924039,392.45129570759605,48.13740858480787,False,9.442577386956827,10.754522524143253,-1.3119451371864255
2003-09-29,510.0,510.0,427.75,434.3,426.3,4924381.0,2134474011.2,433.45,,0.0187661271405112,0.0185922157696114,82.25,0.3262939709355436,0.2842192534090098,2000s,2003,9,,,385.04799999999994,347.191,315.929,412.4213260220152,388.73559382362043,63.88243473309953,417.725,442.8513439022499,392.59865609775017,50.252687804499715,False,10.281929976604374,10.660004014635478,-0.3780740380311034
2003-09-30,436.25,445.35,435.0,443.8,434.3,7794669.0,3441943376.45,441.58,,0.021874280451301,0.0216384709577174,10.350000000000025,0.3263532421599323,0.2855931570412799,2000s,2003,9,,,387.24300000000005,349.0115,316.69025,415.40977116277566,390.8949823011255,67.05242422149134,418.985,446.6910529202635,391.27894707973655,55.41210584052692,False,11.580204171039327,10.844044045916249,0.736160125123078
2003-10-01,441.0,445.35,433.05,435.7,443.8,4596091.0,2022759749.5,440.1,,-0.0182514646237044,-0.0184200773750971,12.300000000000011,0.3335673518889985,0.2859003145765403,2000s,2003,10,,,389.361,350.70349999999996,317.411,417.342173909178,392.6520418187284,62.05163359129513,420.37250000000006,448.5274747871054,392.2175252128947,56.30994957421069,False,11.81924857783548,11.039084952300097,0.7801636255353834
2003-10-02,441.0,445.35,433.05,435.7,443.8,4596091.0,2022759749.5,440.1,,0.0,0.0,12.300000000000011,0.3339857637792561,0.2849241961189064,2000s,2003,10,,,391.23900000000003,352.38699999999994,318.087,419.0905382987801,394.3401970415233,62.05163359129513,421.6925,450.1356894539829,393.2493105460171,56.886378907965764,False,11.8718417902503,11.20563631989014,0.6662054703601612
2003-10-03,439.0,450.0,438.0,448.55,435.7,6636276.0,2953750085.5,445.09,,0.0294927702547624,0.0290662248818961,12.0,0.3345517609412593,0.28722325955829,2000s,2003,10,,,393.21799999999996,354.186,318.83525,421.89620131794385,396.4660716673459,66.63053143040096,423.12750000000005,453.9736969847245,392.2813030152756,61.69239396944886,False,12.802826879290365,11.525074431770186,1.2777524475201787
2003-10-06,448.5,459.8,422.5,457.5,448.55,4881619.0,2218436685.0,454.45,,0.0199531824768699,0.0197567267102834,37.30000000000001,0.3344347620867126,0.2866664081295385,2000s,2003,10,,,395.46399999999994,356.07,319.63525,425.28703928766345,398.8595590529402,69.39998506211435,424.2225,458.31677294088826,390.1282270591118,68.18854588177646,False,14.100290104272858,12.04011756627072,2.0601725380021385
2003-10-07,458.0,461.0,450.15,451.8,457.5,5415584.0,2461500054.6,454.52,,-0.0124590163934426,-0.012537280681673,10.850000000000025,0.3299417191810462,0.2873190393895761,2000s,2003,10,,,397.547,357.867,320.4045,427.8120831650288,400.93565477635434,65.66234317441948,424.99750000000006,460.904198905847,389.0908010941531,71.8133978116939,False,14.501433199580845,12.532380692932746,1.969052506648099
2003-10-08,465.0,465.0,448.65,455.25,451.8,4604292.0,2095571410.4,455.13,,0.0076361221779548,0.0076071145738144,16.350000000000023,0.3299103262336927,0.2844568008015791,2000s,2003,10,,,399.68,359.7015,321.19175,430.42521810169274,403.06562909885025,66.8268808476355,426.0275,464.20977027243464,387.8452297275653,76.36454054486933,False,14.92567427767591,13.01103940988138,1.914634867794529
2003-10-09,459.0,463.0,452.1,455.15,455.25,5438028.0,2489990741.55,457.88,,-0.000219659527732,-0.0002196836564195,10.899999999999975,0.3299055493266656,0.2784604173658685,2000s,2003,10,,,401.625,361.50699999999995,322.0,432.77995923486486,405.10815344791496,66.75621002488592,427.35,467.6931465515961,387.00685344840394,80.68629310319216,False,15.079986526580342,13.424828833221174,1.6551576933591683
2003-10-10,458.2,472.0,458.2,470.9,455.15,7664012.0,3574050944.5,466.34,,0.0346039767109744,0.0340187222982111,13.800000000000011,0.3390220625087605,0.2830179925491881,2000s,2003,10,,,403.94200000000006,363.51349999999996,322.91474999999997,436.41043930773486,407.6882258617222,71.81229057220892,429.9375,474.48532025501385,385.38967974498615,89.09564051002769,False,16.285444994792215,13.996952065535382,2.288492929256833
2003-10-13,470.85,484.0,465.5,481.05,470.9,5561367.0,2653102040.15,477.06,,0.0215544701635166,0.0213254575577646,18.5,0.3380792998243784,0.2815828262235282,2000s,2003,10,,,406.465,365.52950000000004,323.89599999999996,440.6618260403315,410.56515818087036,74.50353751714093,433.7625,482.1072365556055,385.4177634443945,96.68947311121099,False,17.853990005558956,14.768359653540097,3.0856303520188586
2003-10-14,485.0,487.9,465.15,468.25,481.05,6071066.0,2892677383.55,476.47,,-0.0266084606589751,-0.0269688734830757,22.75,0.3474197701828708,0.2849350654182723,2000s,2003,10,,,408.871,367.4075,324.812,443.2892711793475,412.82730884044406,65.9518929868973,436.6675,486.01017156165557,387.32482843834447,98.6853431233111,False,17.858360142136235,15.386359751259326,2.472000390876909
2003-10-15,469.15,482.9,466.35,478.65,468.25,6397161.0,3026195844.9,473.05,,0.0222103577148957,0.0219673000681641,16.549999999999955,0.3397252954527785,0.286014024726589,2000s,2003,10,,,411.432,369.314,325.7605,446.6569596384573,415.40859084670114,69.05938317794175,440.25499999999994,490.90102545843183,389.60897454156805,101.29205091686379,False,18.487899592250756,16.006667719457614,2.481231872793142
2003-10-16,497.9,497.9,480.6,488.55,478.65,16486307.0,8098087449.2,491.2,,0.0206831714196178,0.0204721789979901,17.299999999999955,0.3424447801001221,0.2871052863465208,2000s,2003,10,,,414.09200000000004,371.26349999999996,326.7215,450.64677300622327,418.2768814017325,71.70659419974612,444.9150000000001,495.3144162455678,394.5155837544323,100.7988324911355,False,19.560183781460125,16.717370931858117,2.8428128496020086
2003-10-17,487.0,497.0,485.65,489.55,488.55,6724539.0,3302270747.7,491.08,,0.00204687340088,0.002044781409728,11.350000000000025,0.3374926202825367,0.2865741075210042,2000s,2003,10,,,416.61699999999996,373.173,327.684,454.35184224372586,421.0719056604881,71.96749236968778,449.18999999999994,499.499155805817,398.8808441941829,100.61831161163411,False,20.25715647920009,17.425328041326512,2.831828437873579
2003-10-20,493.0,495.0,480.0,481.8,489.55,4479769.0,2185800381.0,487.93,,-0.0158308650801756,-0.0159575116193093,15.0,0.3286136445737326,0.2860514268881255,2000s,2003,10,,,419.027,375.04549999999995,328.61675,456.9659525062282,423.4533995561552,66.8245876578982,453.12750000000005,500.4711204227778,405.7838795772223,94.6872408455555,False,19.95413330530181,17.931089094121575,2.0230442111802347
2003-10-21,485.0,485.0,464.5,468.2,481.8,6892959.0,3290575109.7,477.38,,-0.0282274802822748,-0.0286335351239606,20.5,0.3412959967586528,0.2833822945133943,2000s,2003,10,,,421.255,376.806,329.48525,458.0358617913493,425.2081682010119,58.873704678518486,455.90999999999997,499.6136382924717,412.20636170752823,87.40727658494347,False,18.40442417127548,18.025756109552354,0.3786680617231255
2003-10-22,460.25,474.4,460.25,468.9,468.2,5518654.0,2590959598.65,469.49,,0.0014950875694148,0.0014939710387303,14.149999999999975,0.3407837888787099,0.2824340360898161,2000s,2003,10,,,423.414,378.48850000000004,330.37575,459.0705416207446,426.9215733695997,59.14316055346473,457.9049999999999,500.05143519918596,415.7585648008139,84.29287039837209,False,17.036368021582234,17.82787849195833,-0.791510470376096
2003-10-23,469.8,470.0,456.1,458.8,468.9,5879520.0,2733502905.65,464.92,,-0.021539773939006,-0.0217751408403248,13.899999999999975,0.3448112360490653,0.2842318995686402,2000s,2003,10,,,425.418,379.9515,331.2125,459.0447757521023,428.1717077472625,53.67834850367438,459.93500000000006,497.71392896421753,422.1560710357826,75.55785792843494,False,14.964684508043831,17.255239695175433,-2.290555187131602
2003-10-24,370.0,474.0,370.0,470.65,458.8,6294240.0,2911758857.8,462.61,,0.0258282476024411,0.0255003327380136,104.0,0.3429655627766494,0.2825601306922073,2000s,2003,10,,,427.65899999999993,381.523,332.10400000000004,460.15003520428303,429.83752312972274,58.520974263371606,462.1525,496.68571017893237,427.6192898210676,69.06642035786479,False,14.1163320742682,16.62745817099399,-2.511126096725789
2003-10-27,475.0,476.0,457.15,459.0,475.4,4982452.0,2320323701.15,465.7,,-0.0247530011685965,-0.025064507932684,18.850000000000023,0.3341550210745216,0.2807676536896718,2000s,2003,10,,,429.6139999999999,383.037,332.94975000000005,460.0405080419704,430.9811496736552,52.68907872314729,463.3875,495.40147515558346,431.3735248444165,64.02795031116693,False,12.361453876019254,15.774257311999042,-3.4128034359797876
