,Date,Symbol,Open,High,Low,Close,PrevClose,Volume,Turnover,VWAP,Trades,Daily_Return_%,Cumulative_Return_%,MA_20,MA_50
1661,2001-07-27,RELIANCE,303.5,307.95,300.0,306.05,304.85,1281491,391287581.25,305.34,,0.39363621453173314,inf,324.36749999999995,350.714
1662,2001-07-30,RELIANCE,305.45,314.0,303.3,312.85,306.05,1499863,466413894.3,310.97,,2.2218591733376933,inf,323.54,349.422
1663,2001-07-31,RELIANCE,314.75,320.75,303.65,318.85,312.85,3962478,1234683013.85,311.59,,1.9178520057535557,inf,323.1725,348.17800000000005
1664,2001-08-01,RELIANCE,320.95,322.25,312.25,315.5,318.85,1875223,596306288.35,317.99,,-1.0506507762270731,inf,322.36,346.63
1665,2001-08-02,RELIANCE,314.0,320.9,309.55,317.8,315.5,1627268,511938862.5,314.6,,0.7290015847860575,inf,321.96500000000003,345.115
1666,2001-08-03,RELIANCE,317.5,321.1,310.3,317.2,317.8,3430847,1078906973.55,314.47,,-0.18879798615482152,inf,321.465,343.483
1667,2001-08-06,RELIANCE,317.0,324.65,315.25,323.2,317.2,1825026,586459291.15,321.34,,1.8915510718789406,inf,320.94,341.879
1668,2001-08-07,RELIANCE,321.05,330.0,321.05,329.15,323.2,2348302,769365015.0,327.63,,1.8409653465346498,inf,320.5675,340.631
1669,2001-08-08,RELIANCE,324.9,331.0,322.55,328.45,329.15,1784988,585092915.35,327.79,,-0.2126689958985231,inf,319.97999999999996,339.35400000000004
1670,2001-08-09,RELIANCE,326.0,339.75,325.0,335.8,328.45,2330234,772837202.85,331.66,,2.2377835286953944,inf,319.57,338.465
1671,2001-08-10,RELIANCE,338.0,341.45,334.1,339.8,335.8,2537055,856402491.4,337.56,,1.1911852293031566,inf,319.96,337.7660000000001
1672,2001-08-13,RELIANCE,339.5,340.9,324.6,326.55,339.8,1985420,657422822.45,331.13,,-3.8993525603296053,inf,319.6375,336.838
1673,2001-08-14,RELIANCE,329.7,329.7,319.65,321.05,326.55,2950685,954466300.4,323.47,,-1.6842749961721022,inf,319.35249999999996,335.94800000000004
1674,2001-08-16,RELIANCE,323.0,331.45,321.0,326.9,321.05,2878695,942775454.5,327.5,,1.8221460831646052,inf,319.4925,335.20200000000006
1675,2001-08-17,RELIANCE,327.0,328.8,316.25,317.55,326.9,2705062,869205719.8,321.33,,-2.860201896604456,inf,319.675,334.145
1676,2001-08-20,RELIANCE,315.0,321.9,314.55,317.85,317.55,1979019,629443830.8,318.06,,0.09447331128956427,inf,319.8725,333.088
1677,2001-08-21,RELIANCE,318.0,322.7,318.0,318.9,317.85,1852655,592711430.9,319.93,,0.3303445021236289,inf,320.1675,332.065
1678,2001-08-23,RELIANCE,319.9,338.0,316.1,317.0,318.9,1741427,556179142.65,319.38,,-0.5957980558168634,inf,320.3,330.897
1679,2001-08-24,RELIANCE,318.0,318.25,314.2,315.15,317.0,1494388,472017209.25,315.86,,-0.5835962145110482,inf,320.5225,329.92199999999997
1680,2001-08-27,RELIANCE,318.0,319.9,313.1,315.3,315.15,1311019,415725065.45,317.1,,0.04759638267492753,inf,321.045,329.07599999999996
1681,2001-08-28,RELIANCE,313.9,317.7,312.2,312.85,315.3,1031974,324829881.2,314.77,,-0.7770377418331711,inf,321.385,328.52099999999996
1682,2001-08-29,RELIANCE,312.0,320.25,311.9,318.4,312.85,3467938,1103695641.45,318.26,,1.7740131053220247,inf,321.6625,327.95200000000006
1628,2001-08-29,RELIANCE,312.0,320.25,311.9,318.4,312.85,3467938,1103695641.45,318.26,,1.7740131053220247,inf,321.64,327.423
1629,2001-08-30,RELIANCE,317.25,321.4,315.0,319.1,318.4,1979924,628812686.1,317.59,,0.21984924623117008,inf,321.82000000000005,326.983
1630,2001-08-31,RELIANCE,318.4,319.0,309.55,311.15,319.1,2813082,883936651.7,314.22,,-2.491382011908507,inf,321.4875,326.358
1631,2001-09-03,RELIANCE,311.0,315.0,311.0,312.7,311.15,1154757,361336390.45,312.91,,0.49815201671220033,inf,321.2625,325.783
1632,2001-09-04,RELIANCE,312.9,316.4,308.65,314.35,312.7,1597075,499379287.75,312.68,,0.5276622961304874,inf,320.82,325.134
1633,2001-09-05,RELIANCE,313.0,316.0,309.8,311.15,314.35,842904,263851597.75,313.03,,-1.0179735963098602,inf,319.91999999999996,324.195
1634,2001-09-06,RELIANCE,318.0,318.0,309.5,311.6,311.15,1211579,378673713.9,312.55,,0.1446247790454911,inf,319.0775,323.18100000000004
1635,2001-09-07,RELIANCE,313.7,313.7,306.05,307.7,311.6,1461504,450405830.4,308.18,,-1.2516046213093819,inf,317.6725,321.965
1636,2001-09-10,RELIANCE,307.0,309.4,303.25,304.15,307.7,903087,275937569.9,305.55,,-1.1537211569710795,inf,315.89,320.875
1637,2001-09-11,RELIANCE,305.5,307.0,303.0,305.05,304.15,1047783,319181582.15,304.63,,0.2959066250205603,inf,314.81499999999994,320.388
1638,2001-09-12,RELIANCE,295.0,301.5,276.05,297.9,305.05,2483919,729226215.4,293.58,,-2.343878052778244,inf,313.6575,319.822
1639,2001-09-13,RELIANCE,300.0,303.0,288.05,290.3,297.9,1442511,422521796.5,292.91,,-2.5511916750587336,inf,311.8275,318.99300000000005
1640,2001-09-14,RELIANCE,291.7,291.7,261.3,261.3,290.3,2255672,613875668.65,272.15,,-9.989665862900447,inf,309.015,317.705
1641,2001-09-17,RELIANCE,252.25,265.5,241.0,262.65,261.3,7144868,1827190690.9,255.73,,0.5166475315728917,inf,306.255,316.414
1642,2001-09-18,RELIANCE,260.0,278.5,250.0,253.15,262.65,6214991,1629138532.15,262.13,,-3.6169807728916705,inf,302.9675,314.803
1643,2001-09-19,RELIANCE,260.0,261.5,243.15,246.9,253.15,3856295,969011582.5,251.28,,-2.468891961287774,inf,299.4625,313.009
1644,2001-09-20,RELIANCE,241.9,245.5,231.8,239.9,246.9,4366253,1040678722.95,238.35,,-2.8351559335763468,inf,295.7,311.003
1645,2001-09-21,RELIANCE,233.65,234.0,215.95,216.65,239.9,5247232,1182977642.8,225.45,,-9.691538140892037,inf,290.7675,308.45599999999996
1646,2001-09-24,RELIANCE,217.5,226.85,214.6,221.15,216.65,7276553,1601418478.7,220.08,,2.0770828525271177,inf,286.1825,306.239
1647,2001-09-25,RELIANCE,225.1,229.0,203.6,206.6,221.15,7120552,1544655667.65,216.93,,-6.579244856432291,inf,280.5925,303.711
1648,2001-09-26,RELIANCE,209.9,227.3,209.9,227.15,206.6,6554659,1446905931.05,220.74,,9.946757018393036,inf,276.03000000000003,301.719
1649,2001-09-27,RELIANCE,214.95,244.8,214.95,241.7,227.15,9596340,2286465587.85,238.26,,6.405458947831821,inf,272.15999999999997,300.071
1650,2001-09-28,RELIANCE,244.0,265.9,238.5,264.6,241.7,10410047,2656251149.7,255.16,,9.474555233760876,inf,269.83250000000004,299.085
1651,2001-10-01,RELIANCE,264.0,271.5,253.3,259.55,264.6,14585462,3816821590.4,261.69,,-1.908541194255484,inf,267.175,297.998
1652,2001-10-03,RELIANCE,261.0,261.9,242.1,246.6,259.55,7136734,1808860871.65,253.46,,-4.989404738971303,inf,263.7875,296.67
1653,2001-10-04,RELIANCE,249.05,255.8,243.55,249.45,246.6,10646039,2651843096.75,249.09,,1.1557177615571754,inf,260.7025,295.37199999999996
1654,2001-10-05,RELIANCE,249.0,257.0,243.6,250.65,249.45,5101125,1261356784.3,247.27,,0.48105832832231593,inf,257.65500000000003,294.17100000000005
1655,2001-10-08,RELIANCE,242.0,255.95,240.5,252.35,250.65,7420721,1860354157.15,250.7,,0.6782365848793093,inf,254.8875,293.121
1600,2001-10-08,RELIANCE,242.0,255.95,240.5,252.35,250.65,7420721,1860354157.15,250.7,,0.6782365848793093,inf,252.29749999999999,292.047
1601,2001-10-09,RELIANCE,255.0,257.8,249.2,253.1,252.35,7396572,1864859455.3,252.12,,0.2972062611452348,inf,249.7,290.85200000000003
1602,2001-10-10,RELIANCE,252.0,263.8,252.0,258.15,253.1,6465289,1672395139.65,258.67,,1.9952587909916961,inf,247.7125,289.638
1603,2001-10-11,RELIANCE,260.0,268.7,260.0,265.4,258.15,5676629,1503169002.25,264.8,,2.8084447026922335,inf,246.46749999999997,288.63599999999997
1604,2001-10-12,RELIANCE,267.15,272.8,265.1,267.05,265.4,6271626,1686578364.25,268.92,,0.6217030896759737,inf,246.75500000000002,287.62100000000004
1605,2001-10-15,RELIANCE,265.6,276.7,263.0,273.6,267.05,4737266,1280530825.5,270.31,,2.4527242089496393,inf,247.3025,286.749
1606,2001-10-16,RELIANCE,274.9,276.9,271.65,273.6,273.6,3240179,887195198.6,273.81,,0.0,inf,248.325,285.75699999999995
1607,2001-10-17,RELIANCE,275.0,286.7,273.0,284.55,273.6,4263961,1207718711.9,283.24,,4.002192982456136,inf,250.20749999999998,284.865
1608,2001-10-18,RELIANCE,279.7,280.5,274.1,275.95,284.55,3020937,835287309.65,276.5,,-3.0223159374450965,inf,252.01,283.815
1609,2001-10-19,RELIANCE,275.5,278.5,273.5,276.5,275.95,2778606,767025502.85,276.05,,0.19931146946911088,inf,255.0025,282.62899999999996
1610,2001-10-22,RELIANCE,276.75,283.4,270.0,272.8,276.5,3013785,836613657.65,277.6,,-1.338155515370701,inf,257.585,281.289
1611,2001-10-23,RELIANCE,276.7,277.65,273.25,274.9,272.8,1895548,521435460.6,275.08,,0.7697947214076121,inf,261.0,280.256
1612,2001-10-24,RELIANCE,278.0,278.0,264.6,265.95,274.9,3420857,918972531.05,268.64,,-3.2557293561294975,inf,262.94,279.154
1613,2001-10-25,RELIANCE,269.0,269.5,261.75,263.9,265.95,1980720,526602101.5,265.86,,-0.7708215830043285,inf,264.05,277.894
1614,2001-10-29,RELIANCE,266.0,270.4,257.1,260.45,263.9,2178728,577706180.05,265.16,,-1.3073133762788893,inf,263.8425,276.75199999999995
1615,2001-10-30,RELIANCE,256.0,257.7,251.15,252.55,260.45,2477835,630145099.8,254.31,,-3.0332117488961328,inf,263.4925,275.446
1616,2001-10-31,RELIANCE,254.0,258.45,248.25,254.4,252.55,7666865,1946163931.65,253.84,,0.7325282122351987,inf,263.8825,274.156
1617,2001-11-01,RELIANCE,257.0,262.9,255.25,260.7,254.4,3906455,1013611530.15,259.47,,2.476415094339616,inf,264.445,273.03
1618,2001-11-02,RELIANCE,260.5,269.0,260.05,262.95,260.7,3162238,840133715.3,265.68,,0.8630609896432683,inf,265.06,271.986
1619,2001-11-05,RELIANCE,263.4,263.4,257.25,261.5,262.95,2452036,637809143.75,260.11,,-0.551435634150975,inf,265.51750000000004,270.91
1620,2001-11-06,RELIANCE,265.0,267.0,258.75,262.5,261.5,2407302,633276947.0,263.07,,0.3824091778202677,inf,266.025,269.903
1621,2001-11-07,RELIANCE,265.5,266.5,256.3,259.1,262.5,1591291,416727240.8,261.88,,-1.2952380952380866,inf,266.325,268.717
1622,2001-11-08,RELIANCE,259.0,262.45,251.85,260.7,259.1,2968794,765674830.65,257.91,,0.617522192203769,inf,266.4525,267.56300000000005
1623,2001-11-09,RELIANCE,263.5,266.45,260.3,264.05,260.7,2471591,652316318.4,263.93,,1.2850019179133192,inf,266.385,266.462
1624,2001-11-12,RELIANCE,264.9,269.4,263.3,266.2,264.05,1982073,529424375.75,267.11,,0.8142397273243618,inf,266.34250000000003,265.56300000000005
1625,2001-11-13,RELIANCE,266.0,269.5,263.3,268.45,266.2,2293943,612406207.45,266.97,,0.845229151014275,inf,266.085,264.678
1626,2001-11-14,RELIANCE,271.9,274.75,271.15,273.2,268.45,880830,240149706.8,272.64,,1.7694170236543116,inf,266.065,263.855
1627,2001-11-15,RELIANCE,273.0,279.7,272.0,278.05,273.2,2236477,617484590.95,276.1,,1.7752562225475925,inf,265.74,263.193
1574,2001-11-19,RELIANCE,284.1,305.9,284.1,305.25,278.05,5072690,1518135902.05,299.28,,9.782413235029667,inf,267.20500000000004,263.066
1575,2001-11-20,RELIANCE,310.0,311.0,288.0,291.05,305.25,3166328,942968915.35,297.81,,-4.651924651924648,inf,267.9325,262.733
1576,2001-11-21,RELIANCE,292.0,302.25,287.5,294.4,291.05,2899237,859776478.15,296.55,,1.1510049819618504,inf,269.0125,262.538
1577,2001-11-22,RELIANCE,295.0,298.4,290.1,291.9,294.4,2249544,661502455.65,294.06,,-0.8491847826086958,inf,269.8625,262.275
1578,2001-11-23,RELIANCE,292.0,296.5,284.75,291.9,291.9,2574077,748448073.7,290.76,,0.0,inf,271.15999999999997,262.155
1579,2001-11-26,RELIANCE,295.7,301.7,294.25,298.6,291.9,2619888,783101124.1,298.91,,2.2953066118533902,inf,272.895,262.32099999999997
1580,2001-11-27,RELIANCE,302.0,304.9,290.8,293.2,298.6,1982779,593511785.45,299.33,,-1.808439383791036,inf,274.53249999999997,262.959
1581,2001-11-28,RELIANCE,293.2,294.25,285.3,290.55,293.2,2312724,669801794.1,289.62,,-0.9038199181446036,inf,276.4325,263.517
1582,2001-11-29,RELIANCE,290.0,291.8,286.0,289.95,290.55,1742425,504022308.4,289.26,,-0.2065049044914895,inf,278.21,264.253
1583,2001-12-03,RELIANCE,291.1,293.7,286.0,290.45,289.95,1912965,555331256.45,290.3,,0.1724435247456458,inf,279.69750000000005,265.12399999999997
1584,2001-12-04,RELIANCE,292.0,301.0,291.0,298.5,290.45,2459911,732423899.0,297.74,,2.771561370287489,inf,281.475,266.296
1585,2001-12-05,RELIANCE,305.15,315.8,304.0,313.3,298.5,3263776,1007715009.65,308.76,,4.9581239530988315,inf,284.06499999999994,268.229
1586,2001-12-06,RELIANCE,320.0,324.5,306.1,309.95,313.3,3474221,1094516736.7,315.04,,-1.0692626875199562,inf,286.4375,270.005
1587,2001-12-07,RELIANCE,310.0,315.8,310.0,312.0,309.95,2170654,678906692.45,312.77,,0.6613969995160547,inf,289.08250000000004,272.113
1588,2001-12-10,RELIANCE,311.0,319.95,311.0,315.05,312.0,1468582,463414474.75,315.55,,0.9775641025641062,inf,291.8,273.871
1589,2001-12-11,RELIANCE,315.0,317.85,309.05,310.45,315.05,1647077,516296336.35,313.46,,-1.4600857006824386,inf,294.12,275.246
1590,2001-12-12,RELIANCE,313.0,319.9,309.1,311.0,310.45,1824971,568536500.9,311.53,,0.17716218392656188,inf,296.36,276.174
1591,2001-12-13,RELIANCE,312.75,319.0,295.65,311.0,311.0,4118449,1280909041.75,311.02,,0.0,inf,298.4875,277.203
1592,2001-12-14,RELIANCE,311.0,312.0,305.25,310.3,311.0,1338554,414304487.2,309.52,,-0.22508038585208637,inf,300.3425,278.477
1593,2001-12-18,RELIANCE,310.0,314.55,302.6,309.15,310.3,1545851,474695340.15,307.08,,-0.37060908797938574,inf,301.8975,279.67100000000005
1594,2001-12-19,RELIANCE,313.9,313.9,307.0,308.7,309.15,2548940,788611030.7,309.39,,-0.14556040756913755,inf,302.07,280.832
1595,2001-12-20,RELIANCE,308.5,312.0,302.6,310.3,308.7,1761020,541050253.8,307.24,,0.518302559118893,inf,303.0325,281.99100000000004
1596,2001-12-21,RELIANCE,305.0,311.5,305.0,310.35,310.3,1007333,310940563.05,308.68,,0.016113438607802566,inf,303.83,283.151
1597,2001-12-24,RELIANCE,306.0,312.4,305.0,310.7,310.35,990393,305954473.85,308.92,,0.11277589817946379,inf,304.77000000000004,284.303
1598,2001-12-26,RELIANCE,309.9,313.0,303.4,306.8,310.7,665579,205856380.95,309.29,,-1.2552301255230052,inf,305.515,285.276
1599,2001-12-27,RELIANCE,305.0,306.45,298.2,302.25,306.8,2556014,774704907.25,303.09,,-1.4830508474576307,inf,305.6975,286.013
1571,2001-12-27,RELIANCE,305.0,306.45,298.2,302.25,306.8,2556014,774704907.25,303.09,,-1.4830508474576307,inf,306.15,286.717
1572,2001-12-28,RELIANCE,300.0,304.9,289.2,301.9,302.25,2118135,625400887.6,295.26,,-0.11579818031431686,inf,306.71750000000003,287.283
1573,2001-12-31,RELIANCE,304.0,308.85,298.6,306.2,301.9,1160420,352578073.9,303.84,,1.4243126863199773,inf,307.53000000000003,287.935
2051,2002-01-01,RELIANCE,304.9,308.9,302.6,305.0,306.2,688738,210673123.75,305.88,,-0.39190071848464686,inf,308.2575,288.344
2052,2002-01-02,RELIANCE,304.05,306.0,301.0,303.6,305.0,684042,207720185.05,303.67,,-0.45901639344261547,inf,308.5125,288.897
2053,2002-01-03,RELIANCE,305.0,306.95,295.25,296.45,303.6,1578252,472339981.35,299.28,,-2.3550724637681273,inf,307.67,289.29600000000005
2054,2002-01-04,RELIANCE,301.0,325.75,298.0,321.05,296.45,4477725,1402370247.2,313.19,,8.298195311182333,inf,308.225,290.26099999999997
2055,2002-01-07,RELIANCE,319.0,330.55,317.3,320.0,321.05,3036656,983982115.3,324.03,,-0.32705186108083206,inf,308.625,291.163
2056,2002-01-08,RELIANCE,321.05,325.0,315.6,317.85,320.0,1644880,526889023.4,320.32,,-0.6718749999999929,inf,308.765,292.20099999999996
2057,2002-01-09,RELIANCE,320.0,335.5,316.1,328.35,317.85,6239242,2048982160.95,328.4,,3.303445021236432,inf,309.65999999999997,293.49
2058,2002-01-10,RELIANCE,330.1,334.65,321.6,324.65,328.35,2451508,806292316.2,328.9,,-1.1268463529770198,inf,310.3425,294.774
2059,2002-01-11,RELIANCE,327.0,335.0,318.05,326.8,324.65,3018935,993439194.05,329.07,,0.6622516556291497,inf,311.1325,296.25899999999996
2060,2002-01-14,RELIANCE,331.0,344.0,322.25,325.7,326.8,4686848,1560721490.5,333.0,,-0.3365973072215492,inf,311.90250000000003,297.685
2061,2002-01-15,RELIANCE,324.9,328.9,320.35,322.75,325.7,1655750,536640900.8,324.11,,-0.9057414798894653,inf,312.5825,298.926
2062,2002-01-16,RELIANCE,325.1,326.5,316.1,320.25,322.75,1298119,416161400.55,320.59,,-0.774593338497289,inf,313.15999999999997,300.072
2063,2002-01-17,RELIANCE,317.0,322.95,315.55,318.7,320.25,1953116,624326857.6,319.66,,-0.4839968774395039,inf,313.58,301.216
2064,2002-01-18,RELIANCE,329.9,329.9,308.5,311.6,318.7,2320552,736122205.3,317.22,,-2.227800439284583,inf,313.64250000000004,302.198
2065,2002-01-21,RELIANCE,313.0,315.7,311.0,312.4,311.6,1061274,332781437.75,313.57,,0.25673940949934354,inf,313.72749999999996,303.26399999999995
2066,2002-01-22,RELIANCE,312.0,318.8,309.05,312.6,312.4,1959952,616796216.4,314.7,,0.06402048655571238,inf,314.01750000000004,304.302
2067,2002-01-23,RELIANCE,312.0,316.9,310.75,314.65,312.6,1175520,369861577.35,314.64,,0.6557901471528965,inf,314.6375,305.31399999999996
2068,2002-01-24,RELIANCE,315.5,317.0,311.5,313.55,314.65,841987,264020746.4,313.57,,-0.34959478785951564,inf,315.2025,306.261
2069,2002-01-25,RELIANCE,314.95,315.0,312.0,314.8,313.55,611098,192070231.55,314.3,,0.3986605007175889,inf,315.84749999999997,307.188
2070,2002-01-28,RELIANCE,316.0,324.0,312.65,314.45,314.8,2349800,748372031.0,318.48,,-0.11118170266836809,inf,316.26,308.013
2071,2002-01-29,RELIANCE,316.0,318.45,313.9,316.6,314.45,1500965,474251831.75,315.96,,0.683733502941655,inf,316.84000000000003,308.784
2072,2002-01-30,RELIANCE,314.9,318.0,309.2,314.05,316.6,1422524,445128561.15,312.91,,-0.8054327226784622,inf,317.3625,308.96
2073,2002-01-31,RELIANCE,321.0,321.0,297.6,300.1,314.05,6775563,2080404298.05,307.05,,-4.441967839515997,inf,317.54499999999996,309.141
2074,2002-02-01,RELIANCE,300.65,305.4,298.1,300.65,300.1,4465761,1349687430.2,302.23,,0.18327224258578956,inf,316.525,309.26599999999996
2075,2002-02-04,RELIANCE,306.5,306.5,296.65,302.8,300.65,1917274,576182117.2,300.52,,0.7151172459670827,inf,315.66499999999996,309.48400000000004
2076,2002-02-05,RELIANCE,298.0,302.0,292.1,293.9,302.8,3275195,970922085.55,296.45,,-2.9392338177014645,inf,314.46750000000003,309.524
2077,2002-02-06,RELIANCE,295.0,297.5,290.35,291.7,293.9,4391361,1285437779.95,292.72,,-0.7485539299081282,inf,312.635,309.38599999999997
2078,2002-02-07,RELIANCE,292.0,317.9,291.95,307.95,291.7,8115843,2498792596.55,307.89,,5.570791909496058,inf,311.8,309.68100000000004
2079,2002-02-08,RELIANCE,308.0,314.5,306.2,311.2,307.95,4273563,1327635973.05,310.66,,1.0553661308654003,inf,311.02,310.094
2021,2002-02-11,RELIANCE,314.0,317.0,307.1,308.6,311.2,2429376,756255619.55,311.3,,-0.8354755784061587,inf,310.165,310.467
2022,2002-02-12,RELIANCE,310.0,314.5,307.7,309.2,308.6,2890325,898531792.6,310.88,,0.1944264419961004,inf,309.4875,310.842
2023,2002-02-13,RELIANCE,310.0,313.0,309.25,310.0,309.2,3385204,1053679498.35,311.26,,0.2587322121604177,inf,308.975,311.072
2024,2002-02-14,RELIANCE,312.4,316.4,310.1,311.55,310.0,2006829,626714086.65,312.29,,0.5000000000000037,inf,308.6175,311.03700000000003
2025,2002-02-15,RELIANCE,313.0,319.8,311.15,315.6,311.55,4975464,1571263932.4,315.8,,1.2999518536350543,inf,308.8175,311.15
2026,2002-02-18,RELIANCE,318.0,321.8,316.3,318.75,315.6,3554275,1133842902.85,319.01,,0.9980988593155821,inf,309.13500000000005,311.285
2027,2002-02-19,RELIANCE,320.2,323.0,318.5,320.85,318.75,2857535,915430310.05,320.36,,0.6588235294117718,inf,309.5475,311.401
2028,2002-02-20,RELIANCE,317.5,318.45,313.15,317.05,320.85,1847756,584801815.3,316.49,,-1.1843540595293787,inf,309.6675,311.533
2029,2002-02-21,RELIANCE,318.4,321.0,312.5,314.4,317.05,1412393,447211836.9,316.63,,-0.8358303106765602,inf,309.71000000000004,311.601
2030,2002-02-22,RELIANCE,313.0,315.35,312.6,314.9,314.4,833250,261896750.5,314.31,,0.15903307888040713,inf,309.71500000000003,311.67900000000003
2031,2002-02-25,RELIANCE,315.2,316.75,313.0,314.7,314.9,864010,272213914.6,315.06,,-0.06351222610352132,inf,309.7275,311.767
2032,2002-02-26,RELIANCE,317.4,324.0,315.6,321.35,314.7,2888459,924026280.55,319.9,,2.1131236097871096,inf,309.96500000000003,312.01099999999997
2033,2002-02-27,RELIANCE,324.0,330.25,318.25,325.75,321.35,7214216,2350271097.9,325.78,,1.3692235879881676,inf,310.55,312.35200000000003
2034,2002-02-28,RELIANCE,326.8,329.35,305.05,307.85,325.75,5975319,1896386282.5,317.37,,-5.495011511895618,inf,310.9375,312.303
2035,2002-03-01,RELIANCE,308.0,324.7,305.25,322.3,307.85,4515666,1442772539.8,319.5,,4.693844404742566,inf,312.02,312.54200000000003
2036,2002-03-04,RELIANCE,334.0,340.0,312.0,313.65,322.3,11341344,3659710148.15,322.69,,-2.683834936394674,inf,312.5625,312.601
2037,2002-03-05,RELIANCE,319.0,319.4,312.1,313.75,313.65,4373528,1378663424.25,315.23,,0.031882671767901404,inf,313.555,312.74
2038,2002-03-06,RELIANCE,308.0,321.5,306.4,307.65,313.75,3332257,1032965826.0,309.99,,-1.9442231075697283,inf,314.3525,312.848
2039,2002-03-07,RELIANCE,310.0,312.4,306.65,311.3,307.65,2191214,679498950.65,310.1,,1.1864131318056346,inf,314.52000000000004,313.029
2040,2002-03-08,RELIANCE,311.9,314.5,305.65,306.95,311.3,1823928,563700277.55,309.06,,-1.397365884998401,inf,314.3075,313.13
2041,2002-03-11,RELIANCE,309.45,309.45,297.05,298.45,306.95,3978581,1199485518.55,301.49,,-2.769180648314058,inf,313.8,312.975
2042,2002-03-12,RELIANCE,298.9,299.45,291.5,292.25,298.45,2613070,769338441.4,294.42,,-2.077399899480646,inf,312.9525,312.72
2043,2002-03-13,RELIANCE,293.0,298.6,292.0,293.65,292.25,2769786,818487505.65,295.51,,0.47904191616765684,inf,312.135,312.52099999999996
2044,2002-03-14,RELIANCE,297.05,298.4,294.3,297.5,293.65,1581664,469315130.2,296.72,,1.3110846245530472,inf,311.4325,312.542
2045,2002-03-15,RELIANCE,298.25,309.45,298.25,308.05,297.5,4210330,1283476364.0,304.84,,3.5462184873949614,inf,311.05499999999995,312.282
2046,2002-03-18,RELIANCE,310.7,312.8,305.1,306.7,308.05,2059788,636569262.2,309.05,,-0.43824054536601936,inf,310.4525,312.01599999999996
2047,2002-03-19,RELIANCE,307.0,307.7,298.25,299.6,306.7,1633645,493692208.0,302.2,,-2.314965764590794,inf,309.39,311.651
2048,2002-03-20,RELIANCE,301.0,304.85,298.5,303.75,299.6,2361710,713400132.15,302.07,,1.3851802403204196,inf,308.725,311.159
2049,2002-03-21,RELIANCE,302.0,304.65,301.1,303.55,303.75,1151936,348983609.1,302.95,,-0.06584362139917321,inf,308.1825,310.737
2050,2002-03-22,RELIANCE,299.9,304.6,297.1,303.8,303.55,1913748,576068751.3,301.02,,0.0823587547356284,inf,307.6275,310.277
1995,2002-03-22,RELIANCE,299.9,304.6,297.1,303.8,303.55,1913748,576068751.3,301.02,,0.0823587547356284,inf,307.0825,309.839
1996,2002-03-26,RELIANCE,302.4,302.5,298.8,300.0,303.8,1259479,377949293.3,300.08,,-1.2508229098090886,inf,306.015,309.384
1997,2002-03-27,RELIANCE,302.9,303.4,294.85,300.1,300.0,2345581,701074928.8,298.89,,0.03333333333334091,inf,304.73249999999996,308.981
1998,2002-03-28,RELIANCE,301.0,303.25,297.55,300.3,300.1,3009655,905016427.5,300.7,,0.06664445184937974,inf,304.355,308.61300000000006
1999,2002-04-01,RELIANCE,301.65,308.3,299.3,302.15,300.3,2517677,765063334.85,303.88,,0.6160506160506046,inf,303.34749999999997,308.42400000000004
2000,2002-04-02,RELIANCE,300.5,304.25,300.5,303.55,302.15,1501937,455094693.75,303.01,,0.46334602018865934,inf,302.8425,308.247
2001,2002-04-03,RELIANCE,303.45,303.45,297.55,298.95,303.55,1054076,316556264.85,300.32,,-1.51540108713557,inf,302.1025,307.974
2002,2002-04-04,RELIANCE,300.5,319.9,300.5,305.35,298.95,9876960,3040150985.95,307.8,,2.1408262251212693,inf,301.9875,307.788
2003,2002-04-05,RELIANCE,306.25,311.0,305.0,305.7,305.35,3322935,1022799958.25,307.8,,0.11462256427049806,inf,301.7075,307.631
2004,2002-04-08,RELIANCE,307.25,308.2,302.05,303.0,305.7,1721676,524981873.95,304.92,,-0.883218842001959,inf,301.51,307.395
2005,2002-04-09,RELIANCE,303.5,304.15,299.2,300.15,303.0,1413186,425750542.2,301.27,,-0.940594059405948,inf,301.59499999999997,307.10900000000004
2006,2002-04-10,RELIANCE,300.0,302.2,294.4,296.25,300.15,2669631,792787201.8,296.97,,-1.2993503248375737,inf,301.79499999999996,306.702
2007,2002-04-11,RELIANCE,298.15,300.45,295.3,296.55,296.25,807700,240783599.85,298.11,,0.10126582278481397,inf,301.94,306.35200000000003
2008,2002-04-12,RELIANCE,296.85,299.8,295.55,298.25,296.55,1022282,304303666.25,297.67,,0.5732591468555012,inf,301.9775,306.315
2009,2002-04-15,RELIANCE,298.0,299.85,293.35,294.45,298.25,648078,192090698.65,296.4,,-1.2740989103101463,inf,301.2975,306.191
2010,2002-04-16,RELIANCE,294.0,295.35,287.35,289.05,294.45,1507968,439602358.95,291.52,,-1.8339276617422235,inf,300.415,305.916
2011,2002-04-17,RELIANCE,291.85,292.4,288.65,290.05,289.05,938150,272334056.1,290.29,,0.34596090641757477,inf,299.9375,305.839
2012,2002-04-18,RELIANCE,292.0,295.75,291.0,292.35,290.05,1930976,566744913.85,293.5,,0.7929667298741635,inf,299.3675,305.85200000000003
2013,2002-04-19,RELIANCE,292.55,299.0,282.25,284.7,292.35,1922269,554269190.2,288.34,,-2.6167265264238186,inf,298.425,305.387
2014,2002-04-22,RELIANCE,285.0,289.45,280.25,287.25,284.7,1757052,501324891.05,285.32,,0.8956796628029544,inf,297.59749999999997,304.908
